,artist,track,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4663,Tyga,Dip,73xXDeBMlC5cdvWoOLWVLo,62,0.885,0.543,2,-6.338,1,0.2,0.0311,0.0,0.154,0.43,99.026,195992,4
4664,Lewis Capaldi,Hold Me While You Wait - Steve Void Remix,5dy3WUywjZcalTno1io8TQ,64,0.675,0.76,11,-7.037,1,0.0434,0.104,0.0,0.33,0.468,124.933,172800,4
4665,Rob McClure,Ready Set - Reprise,7cNNav7aMiBJo8jKcC69vv,56,0.494,0.514,7,-6.865,1,0.329,0.475,0.0,0.43,0.854,153.99,58850,3
4666,Brandon Lake,This Is a Move,7cRrS2PIyaXzmNDTFckXJ2,57,0.441,0.689,7,-6.319,1,0.0299,0.0361,0.0,0.0765,0.239,148.001,222813,3
4667,Wage War,Me Against Myself,5lrqstcg3Xk9D1lLGqSsal,57,0.487,0.958,1,-3.373,1,0.152,0.000179,0.0,0.111,0.694,90.079,237347,4
4668,Yelawolf,Rowdy,0PzwV0RvNVjDWkudEzOzdE,56,0.692,0.824,1,-6.205,1,0.0377,0.000325,0.000672,0.123,0.0862,150.07,268907,4
4669,Danko Debeljak,Lijepo,3W7N2Nl2KaW2eNvDOjtat7,61,0.294,0.056,5,-22.466,0,0.0396,0.993,0.94,0.109,0.304,186.361,131500,4
4670,Gian Marco Castro,Through Your Eyes,1Lvv07PvIeU1AMDVFiX7RY,60,0.461,0.0522,8,-27.953,0,0.0602,0.996,0.942,0.0973,0.236,66.845,206000,3
4671,Lil Tracy,Alone In My Castle,3guHvJjJREfiKy44JerWcM,57,0.794,0.383,6,-12.555,1,0.121,0.185,0.00121,0.112,0.381,137.967,151580,4
4672,"Sarah, the Illstrumentalist",Multidimensional,74PHS8w06Hu5pwa7rB2mF9,59,0.835,0.453,5,-6.316,0,0.0543,0.186,0.229,0.139,0.601,92.999,150500,4
4673,Yoke Lore,Chin Up,4N001yHNZwq5A4kw9gkHyq,56,0.611,0.592,1,-10.922,1,0.0351,0.612,0.00461,0.103,0.322,130.843,265213,4
4674,BANKS,Look What You're Doing To Me,0tEIWklg5pvkQGvxboLegR,58,0.612,0.582,8,-4.815,1,0.0325,0.57,0.0,0.0995,0.612,92.036,240200,4
4675,Retch,On Me (feat. ScHoolboy Q),190sgxVa3DPqGDiSj4CfwT,59,0.932,0.52,9,-11.64,1,0.393,0.0978,0.000124,0.099,0.405,99.097,135758,4
4676,Wolftyla,All Tinted,3ZS6nAQHjvHezX2ncHma2s,57,0.828,0.323,8,-11.44,0,0.0622,0.231,0.000218,0.11,0.272,97.038,197953,4
4677,Daniel Hueber,Ticino,1GWs7zZprhLpLjwt7l6hfF,62,0.344,0.183,6,-20.363,0,0.0513,0.992,0.949,0.113,0.279,125.261,104000,4
4678,Daniel Hueber,Ticino,1GWs7zZprhLpLjwt7l6hfF,62,0.344,0.183,6,-20.363,0,0.0513,0.992,0.949,0.113,0.279,125.261,104000,4
4679,Taron Egerton,Your Song,25g4eKr6Xy8tXmf66pqLgs,63,0.403,0.505,3,-7.673,1,0.0306,0.757,0.0,0.121,0.177,128.941,240600,4
4680,Moira Dela Torre,Ikaw At Ako,0gDRtumoR9ZrvAlnniToMz,78,0.445,0.355,4,-7.351,1,0.0289,0.887,0.00179,0.322,0.366,135.525,269877,4
4681,Akhil,"Duniyaa (From ""Luka Chuppi"")",2tjWCe2W7sgvS3C8NHcdtI,71,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17,222501,4
4682,As I Lay Dying,Undertow,4XmtBdZGmc53LuztWGaJsn,57,0.473,0.964,5,-4.925,0,0.0975,4.76e-06,0.0392,0.31,0.147,110.026,237073,4
4683,Eva Noblezada,All I've Ever Known,0DBF9dFpekB4AMCYiR2SSY,56,0.647,0.276,1,-10.793,1,0.0324,0.887,5.55e-05,0.118,0.212,119.897,243332,4
4684,Foo Fighters,Come Alive - Demo Version,4gHauXm9lHKJUjeE4NdZYM,43,0.614,0.363,9,-8.941,1,0.0313,0.025,0.0202,0.0989,0.155,137.049,329960,3
4685,Clairo,Sis,6Qoz4HdYCIzQCmEd8ARYWP,58,0.511,0.512,4,-9.091,1,0.0331,0.545,0.93,0.116,0.159,120.159,136281,4
4686,G93,Lullaby,3aabeAsSipceKNJBt1YylN,56,0.721,0.0427,3,-15.59,0,0.129,0.952,0.948,0.103,0.548,80.053,220000,4
4687,LÉON,Falling,5QspkeTnBCstPaJ15sbMcW,60,0.722,0.781,8,-3.536,1,0.0321,0.0171,0.0,0.0744,0.644,137.907,234894,4
4688,BlocBoy JB,Mercedes,5LPI0nfzndJ6mjGkCTDPNv,56,0.876,0.553,1,-6.249,1,0.344,0.0645,0.0,0.0901,0.892,145.904,121645,4
4689,Kane Brown,American Bad Dream,28IpXMPFkft2Ob73inGYLI,55,0.579,0.771,10,-5.497,0,0.038,0.03,1.63e-06,0.298,0.609,140.196,198000,4
4690,NoCap,Blind Nights,2U0VbZxNEyxxbyQMxUHftb,54,0.838,0.676,7,-3.551,1,0.159,0.159,0.0,0.242,0.287,97.939,217267,4
4691,Father,Handful,0RKOQKuzVVWhiwzsCIo16f,55,0.783,0.581,8,-6.475,1,0.391,0.228,0.0,0.102,0.326,174.991,168686,4
4692,A$AP Ferg,Pups (feat. A$AP Rocky),7vYGVlZg0PqUsClnOqhK5q,58,0.52,0.742,1,-5.488,0,0.359,0.00766,0.0,0.414,0.438,117.864,148733,5
4693,Foo Fighters,Keep The Car Running - Live at BBC Radio 1's Six Weeks Of Summer,3LR0zMkAWQEaFSpj1VNaOr,43,0.447,0.887,2,-5.612,1,0.0271,0.000597,0.000123,0.96,0.525,99.233,205320,4
4694,Dustin Lynch,"Red Dirt, Blue Eyes",5jIP14Y0DYIWmgAEtIQ1KE,55,0.508,0.841,8,-4.517,1,0.0622,0.0601,1.92e-05,0.218,0.779,159.937,197093,4
4695,Momento,Mi Querida Flor,65YJeKP2rTIXKOG34CLvZ5,61,0.317,0.188,7,-21.665,1,0.0477,0.95,0.951,0.0691,0.0634,68.39,155294,4
4696,Joe Young,Tsunami 2.0,5GzUzSK9K4xuGwufv5O4vc,57,0.503,0.759,0,-4.358,1,0.336,0.3,0.0,0.394,0.434,174.883,313819,4
4697,Cavetown,Devil Town,5qgXYwcKp3HCThS6o2YmCb,57,0.624,0.467,5,-9.619,1,0.0257,0.0777,0.0,0.21,0.581,79.985,270038,4
4698,Fantasia,Enough,7EZaGeIBOWF4v1kgwxaFUt,57,0.317,0.652,10,-6.19,0,0.0408,0.021,7.75e-06,0.146,0.213,167.023,272760,3
4699,Arijit Singh,First Class,7s0qlp1ibUxVXLsOM0YWia,66,0.534,0.959,1,-3.67,0,0.361,0.449,0.0,0.354,0.751,187.576,276960,3
4700,Cage The Elephant,House Of Glass,3iLk4Ii9EzNo4CIKpmAkB1,58,0.526,0.926,6,-2.537,0,0.139,0.00239,0.219,0.072,0.552,146.895,154880,4
4701,Tee Grizzley,No Talkin,0LdYmjTGBKEt03Z66RZkSf,55,0.687,0.67,10,-6.594,0,0.311,0.16,6.2e-06,0.102,0.381,80.128,138800,4
4702,ROSALÍA,Dio$ No$ Libre Del Dinero,5m9l5wILQ9iiLd8csLeR5v,69,0.583,0.439,8,-8.562,0,0.325,0.867,6.97e-05,0.333,0.232,61.837,108000,4
4703,Patrick Walker-Stiggs,Spirit,4dL3q3lZXkhDY81OxwUYLP,61,0.418,0.0633,5,-17.392,1,0.0462,0.995,0.951,0.098,0.141,134.205,202757,4
4704,Mac DeMarco,Preoccupied,6N4WUdbz6HVKy6u6JX1KqK,57,0.813,0.212,8,-15.421,1,0.163,0.329,0.0725,0.123,0.482,159.062,239646,4
4705,G Herbo,Never Scared (feat. Juice WRLD),0rLfccUtmbhlmTAOzc4gkT,54,0.517,0.742,1,-5.941,1,0.216,0.0607,1.53e-06,0.107,0.145,81.969,200490,4
4706,The Plug,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",1ogmtYEsS4ywfLIhMee5bu,63,0.672,0.6,0,-9.318,1,0.381,0.00822,0.0,0.0945,0.226,147.381,277551,4
4707,Danna Paola,Mala Fama,6m9qNGeOq3Nvq7Qhal4t83,75,0.763,0.578,6,-3.894,0,0.0852,0.2,5.12e-06,0.0595,0.818,175.959,182467,4
4708,Foo Fighters,Holiday In Cambodia - Live from the 2007 MTV Music Awards,1TIGc32z3eUSqjd35gUFyc,51,0.228,0.989,7,-3.454,1,0.0917,0.00874,0.000293,0.658,0.306,193.264,240507,4
4709,Oliver Tree,Hurt - NGHTMRE Remix,79RxRdvMc7zhcvLIt6dCaC,57,0.539,0.91,9,-5.36,0,0.114,0.00966,0.0,0.0893,0.394,87.01,226207,4
4710,Fona,Pacific Parc,1tDZO0ohKGDhKSYO1Ng1UI,56,0.664,0.236,0,-16.08,1,0.043,0.878,0.856,0.0819,0.315,73.017,101956,3
4711,Johann Eder,Acceptance,303e6fTCQ5d3ljcg1TQrkC,61,0.236,0.0514,0,-23.695,1,0.0423,0.975,0.813,0.0698,0.0759,74.656,174278,3
4712,Sara Bareilles,A Safe Place to Land (feat. John Legend),55fyE9Q754QhXpmcLtmmam,61,0.423,0.253,10,-13.259,1,0.0368,0.825,0.0,0.117,0.161,129.656,269210,3
4713,Travis Denning,Tank Of Gas And A Radio Song,0a7dqjPE3kZrjYFXFI6ORR,58,0.644,0.736,9,-6.06,1,0.0362,0.068,0.0,0.0962,0.697,105.957,172547,4
4714,Duckwrth,NOBODY FALLS,19Z7HLXE1wQWD84atodCHK,56,0.694,0.65,9,-7.692,1,0.0766,0.386,2.46e-06,0.104,0.348,131.96,196813,4
4715,Jeezy,White Keys,2SvKZxHxx6ncDZbo4scS0Z,54,0.696,0.57,5,-9.163,1,0.191,0.457,0.0,0.322,0.476,160.002,156680,4
4716,Claud,If I Were You,40tfagbwTsKUArXMzRPH9f,57,0.728,0.451,1,-8.962,1,0.053,0.223,0.00383,0.282,0.421,152.994,171000,4
4717,Manuel Turizo,Culpables,2zufEOvbBeIzYnRktwYk1W,69,0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,4
4718,$NOT,Billy Boy,59zncIhxSaZdqnOaU0z2cM,58,0.659,0.62,7,-8.617,0,0.358,0.526,3.84e-05,0.111,0.627,81.929,136499,4
4719,Spencer Crandall,Ain't Working for Me,6M8O1Gv7tNd3Ksmo0J38Ie,55,0.607,0.637,6,-5.36,1,0.0484,0.305,0.0,0.0806,0.496,149.938,172800,4
4720,Throttle,Dreamer,4PZSK9emDiCzkvT3yMWtOT,58,0.621,0.67,11,-4.625,1,0.0303,0.167,0.907,0.339,0.342,125.057,216837,4
4721,Boosie Badazz,My Soul,7mq1BVXSkUnkhoYWKDhIhA,49,0.533,0.604,8,-8.075,1,0.35,0.0676,2.64e-06,0.109,0.23,142.85,202373,4
4722,Rat City,Kind of Love,1V028kR7hQgxkibAYOMntP,57,0.679,0.825,0,-3.759,0,0.044,0.0665,0.0,0.128,0.466,119.946,202424,4
4723,Ugly God,What's Up?,21vOudkInPnneeubkGKUWG,55,0.869,0.683,11,-6.213,0,0.302,0.164,0.0,0.127,0.592,156.037,136519,4
4724,The Rose,RED,4Dy1Iav5ND9bJCHE090An9,62,0.623,0.75,8,-2.263,1,0.0353,0.223,0.0,0.0915,0.516,128.067,176467,4
4725,Lil Heavy Chainz,"I Got Black, I Got White, What You Want?",5m858NEhJQx0f8IdfGqdO9,60,0.825,0.728,2,-6.08,0,0.0991,0.0677,0.0,0.094,0.295,120.049,127992,5
4726,Steve Lacy,Playground,4IroNECciKcq3M2QtSTus7,58,0.482,0.788,7,-6.309,1,0.0425,0.113,0.00437,0.344,0.854,191.776,213798,4
4727,Crush,NAPPA 나빠,6uinpqa2nfwWmlj0lOgAf0,60,0.562,0.54,8,-7.94,1,0.281,0.391,0.0,0.173,0.554,161.873,194040,4
4728,Stunna 4 Vegas,Intro,5xeQb4YBffnFn1XNTfwzUM,54,0.891,0.63,1,-4.903,1,0.324,0.0552,0.0,0.358,0.485,129.098,128453,4
4729,UVERworld,Touch off,2iscENxaM7EI43TVSyNUjz,62,0.499,0.891,4,-3.757,0,0.046,2.86e-05,0.000328,0.28,0.215,99.999,260707,4
4730,The Amity Affliction,All My Friends Are Dead,17eTUEwVuVP8BtVA0Y4W8g,58,0.215,0.947,9,-4.797,0,0.122,0.00128,0.0,0.358,0.138,104.964,227714,4
4731,Maren Morris,To Hell & Back,226TUHo7YO5d5ceR0sg1aG,55,0.463,0.71,0,-7.051,1,0.0859,0.148,0.000196,0.123,0.44,78.144,195587,4
4732,Witt Lowry,Debt,2hAQ0tj7uAWAo4llKhrSL0,58,0.574,0.798,1,-7.811,1,0.513,0.717,0.0,0.223,0.296,85.107,238416,4
4733,Cautious Clay,Swim Home - From 13 Reasons Why - Season 3 Soundtrack,2zEHO1wAn5bpuVal7duRmj,58,0.621,0.535,8,-10.158,1,0.0358,0.423,0.0013,0.18,0.388,133.971,186269,4
4734,Young M.A,Crime Poetry (Outro),5QgcKnpU3U6jwZ3LKuJoPf,48,0.622,0.742,2,-3.176,1,0.0418,0.0232,0.0,0.102,0.317,139.889,196651,4
4735,Judah & the Lion,Let Go.,2UvXuAWF5z0MUtWMRH5vK5,55,0.458,0.659,7,-5.976,1,0.048,0.0681,1.51e-06,0.2,0.238,174.105,210547,4
4736,Rico Nasty,Fashion Week,38QNoGHaNJXiJggnYrGmBG,56,0.86,0.506,3,-6.581,0,0.262,0.117,0.0,0.131,0.819,157.046,131465,4
4737,deadmau5,fn pig (ov) - Spencer Brown Remix,5dpyA7VhAfjMYVYx071REM,58,0.523,0.615,9,-8.557,1,0.0418,0.000442,0.836,0.24,0.0344,128.007,574361,4
4738,Kaskade,No One Else (with TELYKast),4wuOQBQwiLxskuqc8gxhgD,52,0.653,0.728,9,-6.692,0,0.0777,0.0134,1.78e-06,0.109,0.202,94.008,204853,4
4739,ADÉ,SOMETHING NEW (feat. Lil Baby),5AQSlfdcWMQfgHhqTbruA3,56,0.845,0.353,7,-8.163,1,0.112,0.32,0.0,0.122,0.323,128.005,228270,4
4740,Kehlani,Morning Glory,0kas95RruYRVqrOb07rgkh,57,0.589,0.833,0,-4.494,0,0.118,0.0158,0.0,0.122,0.653,172.037,179337,4
4741,Tryhardninja,Revenge - Remix,2GO3CaepDf3I1UcdPNCWbv,60,0.742,0.713,7,-6.552,0,0.0577,0.0718,0.0,0.689,0.476,119.919,262500,4
4742,Dontcry,Wavey,4gkkFKQmg62Duf8stkSptf,59,0.945,0.344,0,-13.056,0,0.162,0.54,0.879,0.104,0.319,120.015,159018,4
4743,Peter Bradley Adams,Little Flower,6aVrVS4xjs2soPEmAa0N7L,59,0.425,0.273,5,-17.055,1,0.0327,0.815,0.0953,0.112,0.365,84.989,375215,4
4744,Wale,Poledancer (feat. Megan Thee Stallion) - DJ Taj Jersey Club Mix,3Olv5Qx9wkXgTAo5TVtoQp,56,0.939,0.749,1,-8.751,1,0.572,0.149,0.00472,0.0888,0.398,144.983,132414,4
4745,Emotional Oranges,Motion,0Z0bnTn6iu3ufyv7p1KmjH,58,0.777,0.58,5,-7.806,0,0.034,0.016,6.8e-05,0.112,0.768,105.994,236507,4
4746,Cimorelli,Never Enough,1RJ5HlGxviWkML3taa8Ifh,62,0.265,0.324,6,-6.647,1,0.0378,0.872,0.0,0.0965,0.268,68.707,201663,4
4747,Lauren Jauregui,More Than That,180WImKPbvdUrboKUov5f4,62,0.595,0.442,4,-12.899,0,0.282,0.0709,0.0,0.139,0.297,48.702,158733,4
4748,CLC,No,3sygLAUhHsJsQ0cBk6fxRd,63,0.76,0.722,6,-4.429,0,0.0908,0.00785,0.000326,0.116,0.687,120.055,181976,4
4749,Fuerza Regida,Una Vez Mas,7D6uozGYtzTLJUrSUhZTQ3,56,0.569,0.274,4,-8.177,0,0.0451,0.658,0.000157,0.143,0.889,135.035,208880,4
4750,IDK,No Cable,5ytDzVL5ThzdrCYGQ5pSPO,57,0.643,0.642,0,-9.031,0,0.379,0.509,0.0,0.524,0.794,82.697,185130,4
4751,Willy Mary,My Poor Sweety,51PeFyrHWckI0NRCvbQBdU,53,0.245,0.244,10,-11.51,1,0.038,0.986,0.856,0.161,0.0606,76.062,147516,4
4752,Crown The Empire,BLURRY (out of place),14uAFiZ94iMTeEpXq1cLCi,57,0.357,0.829,1,-5.071,0,0.0993,0.00225,0.0,0.113,0.464,194.002,200385,4
4753,Offset,Tats On My Face,4TzXqUIcdpAmre24puQ6Uu,58,0.88,0.335,1,-8.742,1,0.297,0.226,0.0,0.107,0.213,140.061,182023,4
4754,Offset,Tats On My Face,4TzXqUIcdpAmre24puQ6Uu,58,0.88,0.335,1,-8.742,1,0.297,0.226,0.0,0.107,0.213,140.061,182023,4
4755,(Sandy) Alex G,In My Arms,0HB3y02c3bNEaT5b8a90IW,56,0.539,0.483,3,-5.583,1,0.028,0.442,0.0217,0.141,0.547,127.925,163201,4
4756,(Sandy) Alex G,In My Arms,0HB3y02c3bNEaT5b8a90IW,56,0.539,0.483,3,-5.583,1,0.028,0.442,0.0217,0.141,0.547,127.925,163201,4
4757,Beyoncé,"You Don't Love Me (No, No, No) - Homecoming Live",6u0WV2PHrzRjLO8BtRpme7,61,0.496,0.485,10,-9.339,0,0.0299,0.000688,0.0,0.647,0.555,80.108,71916,4
4758,Beyoncé,"You Don't Love Me (No, No, No) - Homecoming Live",6u0WV2PHrzRjLO8BtRpme7,61,0.496,0.485,10,-9.339,0,0.0299,0.000688,0.0,0.647,0.555,80.108,71916,4
4759,Dirty Heads,Tender Boy,3N3mvXl0FrldFGW4yZiGxa,54,0.711,0.523,2,-6.973,0,0.0686,0.295,0.000115,0.135,0.778,75.9,210240,4
4760,Stephen Puth,Half Gone,3xKNy9VJrH2hqO3YXV2mKx,64,0.63,0.561,0,-4.906,1,0.0369,0.0977,0.00023,0.058,0.492,90.932,192571,4
4761,Tyga,Too Many,0CR60XwKbzgohE3I6NMjlR,63,0.794,0.661,2,-4.188,1,0.263,0.0488,0.0,0.214,0.359,99.977,145293,4
4762,Future,Call the Coroner,1WlU4jsJ8AoTB96dgd8LJA,55,0.853,0.805,11,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55,131756,4
4763,Future,Call the Coroner,1WlU4jsJ8AoTB96dgd8LJA,55,0.853,0.805,11,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55,131756,4
4764,Lil Wayne,"Scared of the Dark (Remix) [with Ty Dolla $ign and Ozuna, feat. XXXTENTACION]",3nQ1w9UnN8pT5GNCafGIx1,59,0.346,0.652,0,-5.425,0,0.112,0.0444,0.0,0.219,0.191,80.045,305040,4
4765,Lil Wayne,"Scared of the Dark (Remix) [with Ty Dolla $ign and Ozuna, feat. XXXTENTACION]",3nQ1w9UnN8pT5GNCafGIx1,59,0.346,0.652,0,-5.425,0,0.112,0.0444,0.0,0.219,0.191,80.045,305040,4
4766,Bernard Jabs,Come Again (feat. iann dior),2nw5JpZFV6ISs2J84wNeJr,56,0.696,0.594,8,-8.631,0,0.222,0.142,0.0,0.125,0.587,166.138,161253,4
4767,Shaman,Tears of the City,50CgKxfyJhZZFMTfbYBE6E,58,0.147,0.335,1,-24.715,1,0.0408,0.000101,0.679,0.111,0.0979,140.774,128000,4
4768,Charlotte Lawrence,Navy Blue,2V5YXks1lzRLR4qx4NTADJ,59,0.649,0.29,9,-7.589,1,0.0339,0.692,0.0,0.176,0.415,82.993,161028,4
4769,Anderson .Paak,Yada Yada,13UTQPeYjMFgalnk6rQ8sM,59,0.653,0.55,6,-8.065,0,0.0869,0.0689,1.94e-05,0.492,0.359,92.165,207687,4
4770,Anderson .Paak,Yada Yada,13UTQPeYjMFgalnk6rQ8sM,59,0.653,0.55,6,-8.065,0,0.0869,0.0689,1.94e-05,0.492,0.359,92.165,207687,4
4771,Jax Jones,This Is Real (ft. Ella Henderson),1pRShUtGOG6ZP5fsnw9G4h,68,0.684,0.819,6,-5.072,1,0.0413,0.0259,0.0775,0.0985,0.607,122.008,199160,4
4772,Jax Jones,This Is Real (ft. Ella Henderson),1pRShUtGOG6ZP5fsnw9G4h,68,0.684,0.819,6,-5.072,1,0.0413,0.0259,0.0775,0.0985,0.607,122.008,199160,4
4773,Reeve Carney,Wedding Song,1yy0XglPOI5E8NKbtGH3OO,56,0.603,0.57,7,-6.242,1,0.035,0.427,0.000674,0.106,0.192,92.315,213198,4
4774,Reeve Carney,Wedding Song,1yy0XglPOI5E8NKbtGH3OO,56,0.603,0.57,7,-6.242,1,0.035,0.427,0.000674,0.106,0.192,92.315,213198,4
4775,Caravan Palace,Miracle,4trtuxyoMRBjS8wY6PB7OR,53,0.712,0.888,7,-4.996,1,0.0621,0.61,0.000614,0.116,0.51,100.0,216213,4
4776,Future,Stick to the Models,0F7FlaQBiyNkV8iakTocsW,56,0.813,0.543,1,-6.555,0,0.211,0.088,7.42e-06,0.112,0.165,137.986,196180,4
4777,Future,Stick to the Models,0F7FlaQBiyNkV8iakTocsW,56,0.813,0.543,1,-6.555,0,0.211,0.088,7.42e-06,0.112,0.165,137.986,196180,4
4778,Beyoncé,Don't Hurt Yourself - Homecoming Live,2NbffhNltorifsuY5doB1l,61,0.304,0.808,4,-8.711,0,0.142,0.000951,1.04e-05,0.537,0.106,137.947,256813,4
4779,Beyoncé,Don't Hurt Yourself - Homecoming Live,2NbffhNltorifsuY5doB1l,61,0.304,0.808,4,-8.711,0,0.142,0.000951,1.04e-05,0.537,0.106,137.947,256813,4
4780,(Sandy) Alex G,Hope,35UO6dWrEPLmeSVXtAysS4,56,0.553,0.596,6,-5.427,1,0.026,0.329,0.469,0.118,0.414,98.95,156614,4
4781,Tom MacDonald,Sad Rappers,52bj3WpsQgmroEejgUYvEM,56,0.798,0.721,6,-4.964,1,0.0927,0.0471,0.0,0.0626,0.41,104.943,190918,4
4782,Tom MacDonald,Sad Rappers,52bj3WpsQgmroEejgUYvEM,56,0.798,0.721,6,-4.964,1,0.0927,0.0471,0.0,0.0626,0.41,104.943,190918,4
4783,Julia Michaels,Shouldn't Have Said It,4EJNfCtXrx3TFwKBsf3pMl,60,0.518,0.422,1,-9.012,1,0.192,0.898,0.0,0.123,0.155,120.107,218747,4
4784,Julia Michaels,Shouldn't Have Said It,4EJNfCtXrx3TFwKBsf3pMl,60,0.518,0.422,1,-9.012,1,0.192,0.898,0.0,0.123,0.155,120.107,218747,4
4785,Koffee,Rapture,0PtDNK2Q49fAM4ZbKtN0mz,66,0.503,0.675,10,-6.782,0,0.254,0.0466,0.0,0.147,0.645,99.284,181817,4
4786,Medasin,Mr. Skitters,4XE9Ggjr33rRGbjDHbGaTQ,57,0.5,0.311,1,-13.137,1,0.044,0.75,0.899,0.109,0.0398,74.981,182800,4
4787,XXXTENTACION,hate will never win,3TzgIJC8U7o57nx8xnWvnt,60,0.556,0.425,10,-6.964,0,0.314,0.811,1.97e-06,0.127,0.676,89.385,103987,4
4788,XXXTENTACION,hate will never win,3TzgIJC8U7o57nx8xnWvnt,60,0.556,0.425,10,-6.964,0,0.314,0.811,1.97e-06,0.127,0.676,89.385,103987,4
4789,Foo Fighters,"Stacked Actors - Live at Walker Air Force Base, Roswell, NM - June 2005",4GxTFaIRyHwjwFqNgTO2Og,38,0.297,0.904,7,-7.419,1,0.091,0.0347,0.0251,0.841,0.265,131.482,601293,4
4790,Foo Fighters,"Stacked Actors - Live at Walker Air Force Base, Roswell, NM - June 2005",4GxTFaIRyHwjwFqNgTO2Og,38,0.297,0.904,7,-7.419,1,0.091,0.0347,0.0251,0.841,0.265,131.482,601293,4
4791,Quietpoet,area,08vuEOCKcpO6zH5g20Iidg,56,0.796,0.332,11,-13.535,1,0.115,0.628,0.863,0.234,0.721,82.03,99558,4
4792,Foo Fighters,"All My Life - Live at Walker Air Force Base, Roswell, NM - June 2005",3Z1pwrRNABKNPxTCb1FYOh,38,0.311,0.889,0,-6.758,1,0.139,0.0378,0.0668,0.602,0.458,169.624,316253,4
4793,Foo Fighters,"All My Life - Live at Walker Air Force Base, Roswell, NM - June 2005",3Z1pwrRNABKNPxTCb1FYOh,38,0.311,0.889,0,-6.758,1,0.139,0.0378,0.0668,0.602,0.458,169.624,316253,4
4794,Foo Fighters,"Monkey Wrench - Live at Walker Air Force Base, Roswell, NM - June 2005",634ON1OX1BRSLcBkVMBzSV,38,0.319,0.956,11,-5.592,1,0.107,0.00214,0.005,0.987,0.499,166.92,328880,4
4795,Foo Fighters,"Monkey Wrench - Live at Walker Air Force Base, Roswell, NM - June 2005",634ON1OX1BRSLcBkVMBzSV,38,0.319,0.956,11,-5.592,1,0.107,0.00214,0.005,0.987,0.499,166.92,328880,4
4796,Jordan Brooker,All She Wants Is the Moon,0OtaWC90HUZiR3hOB5hNLl,54,0.537,0.619,7,-7.708,0,0.0401,0.0911,8.9e-06,0.101,0.392,120.042,213321,4
4797,RIZ LA VIE,Saturn,6WY88gYhRrnqS4wGtO45TH,56,0.785,0.44,1,-8.182,0,0.178,0.553,0.0,0.103,0.568,80.021,207719,4
4798,RIZ LA VIE,Saturn,6WY88gYhRrnqS4wGtO45TH,56,0.785,0.44,1,-8.182,0,0.178,0.553,0.0,0.103,0.568,80.021,207719,4
4799,Foo Fighters,"The Last Song - Live at Walker Air Force Base, Roswell, NM - June 2005",2uN54uD3aaRlPfSu6hUq0K,38,0.285,0.991,4,-4.485,1,0.0856,0.00809,3.33e-06,0.92,0.0903,151.89,196227,3
4800,Foo Fighters,"The Last Song - Live at Walker Air Force Base, Roswell, NM - June 2005",2uN54uD3aaRlPfSu6hUq0K,38,0.285,0.991,4,-4.485,1,0.0856,0.00809,3.33e-06,0.92,0.0903,151.89,196227,3
4801,Remi Wolf,Shawty,6CLeGoAfyJZ7BpO9lZiWFS,55,0.7,0.622,5,-6.156,0,0.232,0.0395,0.00132,0.0779,0.574,175.939,197727,4
4802,Shayne Orok,"Inferno - From ""Fire Force: Enen no Shouboutai""",4IeNq3H7ZI3SLX7QP6VNxA,59,0.64,0.697,1,-6.712,0,0.0961,0.0159,0.0,0.118,0.851,92.445,90162,4
4803,Shayne Orok,"Inferno - From ""Fire Force: Enen no Shouboutai""",4IeNq3H7ZI3SLX7QP6VNxA,59,0.64,0.697,1,-6.712,0,0.0961,0.0159,0.0,0.118,0.851,92.445,90162,4
4804,Palaye Royale,Fucking With My Head,6G9ycZ8BVFrcP8ASz1khm5,59,0.464,0.948,10,-4.368,0,0.115,0.00036,0.00065,0.571,0.607,145.1,163726,4
4805,Herencia de Patrones,Cosas De La Clika,6ZyRBFspc4a4seZam5Hi8Z,56,0.531,0.787,7,-3.591,0,0.0462,0.454,0.0,0.323,0.923,115.751,136748,3
4806,7apes,Glow,2O0ZxPTJLVj1R8dZ0IjiM7,60,0.756,0.42,5,-7.444,0,0.253,0.188,0.879,0.151,0.535,172.013,117387,3
4807,7apes,Glow,2O0ZxPTJLVj1R8dZ0IjiM7,60,0.756,0.42,5,-7.444,0,0.253,0.188,0.879,0.151,0.535,172.013,117387,3
4808,WOS,CANGURO,4wyNKAZe82BNlp2lHiR1FX,84,0.602,0.751,1,-4.358,1,0.327,0.173,0.0,0.667,0.934,163.874,196745,4
4809,DJ Khaled,"Top Off (feat. JAY Z, Future & Beyoncé)",0QzliuYF4qRMXI76GwepXq,58,0.569,0.593,11,-6.718,0,0.336,0.0102,0.0,0.457,0.262,86.695,230713,5
4810,DJ Khaled,"Top Off (feat. JAY Z, Future & Beyoncé)",0QzliuYF4qRMXI76GwepXq,58,0.569,0.593,11,-6.718,0,0.336,0.0102,0.0,0.457,0.262,86.695,230713,5
